chart_week,current_week,title,performer,danceability,energy,loudness,speechiness,acousticness,liveness,tempo,valence,time_signature,duration_ms,genres
2022-07-30,7,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-07-30,8,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-07-30,9,Late Night Talking,Harry Styles,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,0.901,4,177955,['pop']
2022-07-30,10,Jimmy Cooks,Drake Featuring 21 Savage,0.529,0.673,-4.711,0.175,0.000307,0.093,165.921,0.366,4,218365,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-08-06,1,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-08-06,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-08-06,3,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-08-06,4,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-08-06,5,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-08-06,6,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-08-06,7,Late Night Talking,Harry Styles,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,0.901,4,177955,['pop']
2022-08-06,8,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-08-06,9,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-08-06,10,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-08-13,1,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-08-13,2,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-08-13,3,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-08-13,4,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-08-13,5,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-08-13,6,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-08-13,7,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-08-13,8,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-08-13,9,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-08-13,10,Late Night Talking,Harry Styles,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,0.901,4,177955,['pop']
2022-08-20,1,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-08-20,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-08-20,3,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-08-20,4,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-08-20,5,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,0.718,0.461,-7.676,0.0797,0.068,0.283,129.953,0.181,4,178176,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2022-08-20,6,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-08-20,7,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-08-20,8,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-08-20,9,First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,0.332,4,173948,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2022-08-20,10,Bad Decisions,"benny blanco, BTS & Snoop Dogg",0.762,0.861,-3.296,0.0955,0.0185,0.264,120.048,0.955,4,172714,['pop']
2022-08-27,1,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-08-27,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-08-27,3,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-08-27,4,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-08-27,5,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-08-27,6,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-08-27,7,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-08-27,8,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-08-27,9,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-08-27,10,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-09-03,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-09-03,2,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-09-03,3,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-09-03,4,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-09-03,5,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-09-03,6,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-09-03,7,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-09-03,8,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-09-03,9,Me Porto Bonito,Bad Bunny & Chencho Corleone,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,0.425,4,178567,"['reggaeton', 'trap latino', 'urbano latino']"
2022-09-03,10,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-09-10,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-09-10,2,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-09-10,3,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-09-10,4,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-09-10,5,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-09-10,6,Hold Me Closer,Elton John & Britney Spears,0.667,0.75,-4.602,0.0906,0.0746,0.197,126.041,0.486,4,202246,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2022-09-10,7,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-09-10,8,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-09-10,9,Break My Soul,Beyonce,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,0.864,4,278282,"['pop', 'r&b']"
2022-09-10,10,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-09-17,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-09-17,2,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-09-17,3,Late Night Talking,Harry Styles,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,0.901,4,177955,['pop']
2022-09-17,4,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-09-17,5,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-09-17,6,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-09-17,7,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-09-17,8,I Ain't Worried,OneRepublic,0.704,0.797,-5.927,0.0475,0.0826,0.0546,139.994,0.825,4,148486,"['piano rock', 'pop']"
2022-09-17,9,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,-13.123,0.0546,0.719,0.0604,108.376,0.194,4,298933,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2022-09-17,10,You Proof,Morgan Wallen,0.728,0.818,-5.068,0.0329,0.323,0.582,119.706,0.681,4,157478,['contemporary country']
2022-09-24,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-09-24,2,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-09-24,3,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-09-24,4,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-09-24,5,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-09-24,6,You Proof,Morgan Wallen,0.728,0.818,-5.068,0.0329,0.323,0.582,119.706,0.681,4,157478,['contemporary country']
2022-09-24,7,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-09-24,8,I Ain't Worried,OneRepublic,0.704,0.797,-5.927,0.0475,0.0826,0.0546,139.994,0.825,4,148486,"['piano rock', 'pop']"
2022-09-24,9,Late Night Talking,Harry Styles,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,0.901,4,177955,['pop']
2022-09-24,10,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-10-01,1,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-10-01,2,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-10-01,3,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-10-01,4,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-10-01,5,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-10-01,6,You Proof,Morgan Wallen,0.728,0.818,-5.068,0.0329,0.323,0.582,119.706,0.681,4,157478,['contemporary country']
2022-10-01,7,I Ain't Worried,OneRepublic,0.704,0.797,-5.927,0.0475,0.0826,0.0546,139.994,0.825,4,148486,"['piano rock', 'pop']"
2022-10-01,8,The Kind Of Love We Make,Luke Combs,0.608,0.745,-4.13,0.0277,0.0226,0.0942,102.025,0.464,4,224427,"['contemporary country', 'country']"
2022-10-01,9,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-10-01,10,Wait For U,Future Featuring Drake & Tems,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,0.339,4,189893,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2022-10-08,1,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-10-08,2,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-10-08,3,Unholy,Sam Smith & Kim Petras,0.719,0.454,-7.384,0.0707,0.0138,0.318,131.007,0.224,4,156943,"['pop', 'uk pop']"
2022-10-08,4,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-10-08,5,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-10-08,6,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-10-08,7,I Ain't Worried,OneRepublic,0.704,0.797,-5.927,0.0475,0.0826,0.0546,139.994,0.825,4,148486,"['piano rock', 'pop']"
2022-10-08,8,You Proof,Morgan Wallen,0.728,0.818,-5.068,0.0329,0.323,0.582,119.706,0.681,4,157478,['contemporary country']
2022-10-08,9,Tomorrow 2,GloRilla & Cardi B,0.839,0.813,-3.979,0.36,0.0744,0.116,79.816,0.711,4,209811,['southern hip hop']
2022-10-08,10,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-10-15,1,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-10-15,2,Unholy,Sam Smith & Kim Petras,0.719,0.454,-7.384,0.0707,0.0138,0.318,131.007,0.224,4,156943,"['pop', 'uk pop']"
2022-10-15,3,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-10-15,4,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-10-15,5,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-10-15,6,I Ain't Worried,OneRepublic,0.704,0.797,-5.927,0.0475,0.0826,0.0546,139.994,0.825,4,148486,"['piano rock', 'pop']"
2022-10-15,7,You Proof,Morgan Wallen,0.728,0.818,-5.068,0.0329,0.323,0.582,119.706,0.681,4,157478,['contemporary country']
2022-10-15,8,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-10-15,9,The Kind Of Love We Make,Luke Combs,0.608,0.745,-4.13,0.0277,0.0226,0.0942,102.025,0.464,4,224427,"['contemporary country', 'country']"
2022-10-15,10,About Damn Time,Lizzo,0.836,0.743,-6.305,0.0656,0.0995,0.335,108.966,0.722,4,191822,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2022-10-22,1,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-10-22,2,Unholy,Sam Smith & Kim Petras,0.719,0.454,-7.384,0.0707,0.0138,0.318,131.007,0.224,4,156943,"['pop', 'uk pop']"
2022-10-22,3,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-10-22,4,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-10-22,5,You Proof,Morgan Wallen,0.728,0.818,-5.068,0.0329,0.323,0.582,119.706,0.681,4,157478,['contemporary country']
2022-10-22,6,I Ain't Worried,OneRepublic,0.704,0.797,-5.927,0.0475,0.0826,0.0546,139.994,0.825,4,148486,"['piano rock', 'pop']"
2022-10-22,7,Sunroof,Nicky Youre & dazy,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,0.842,4,163026,['singer-songwriter pop']
2022-10-22,8,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-10-22,9,The Kind Of Love We Make,Luke Combs,0.608,0.745,-4.13,0.0277,0.0226,0.0942,102.025,0.464,4,224427,"['contemporary country', 'country']"
2022-10-22,10,Vegas,Doja Cat,0.789,0.604,-7.616,0.25,0.0768,0.137,159.979,0.765,4,183027,"['dance pop', 'pop']"
2022-10-29,1,Unholy,Sam Smith & Kim Petras,0.719,0.454,-7.384,0.0707,0.0138,0.318,131.007,0.224,4,156943,"['pop', 'uk pop']"
2022-10-29,2,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-10-29,3,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-10-29,4,California Breeze,Lil Baby,0.837,0.677,-7.019,0.404,0.00328,0.108,108.203,0.218,5,177789,"['atl hip hop', 'atl trap', 'rap', 'trap']"
2022-10-29,5,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-10-29,6,I Ain't Worried,OneRepublic,0.704,0.797,-5.927,0.0475,0.0826,0.0546,139.994,0.825,4,148486,"['piano rock', 'pop']"
2022-10-29,7,You Proof,Morgan Wallen,0.728,0.818,-5.068,0.0329,0.323,0.582,119.706,0.681,4,157478,['contemporary country']
2022-10-29,8,Forever,Lil Baby Featuring Fridayy,0.646,0.252,-12.177,0.15,0.387,0.194,107.306,0.147,4,167977,"['atl hip hop', 'atl trap', 'rap', 'trap']"
2022-10-29,9,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-10-29,10,Real Spill,Lil Baby,0.785,0.431,-12.269,0.573,0.043,0.0953,157.035,0.31,4,198722,"['atl hip hop', 'atl trap', 'rap', 'trap']"
2022-11-05,1,Anti-Hero,Taylor Swift,0.633,0.648,-6.645,0.062,0.121,0.161,96.888,0.49,4,200690,['pop']
2022-11-05,2,Lavender Haze,Taylor Swift,0.735,0.449,-10.56,0.0883,0.23,0.132,97.05,0.0955,4,202396,['pop']
2022-11-05,3,Maroon,Taylor Swift,0.655,0.384,-8.29,0.0349,0.0634,0.0973,108.058,0.0384,4,218271,['pop']
2022-11-05,4,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,0.664,0.399,-10.997,0.0349,0.797,0.105,109.937,0.265,4,229943,['pop']
2022-11-05,5,Midnight Rain,Taylor Swift,0.604,0.375,-11.637,0.0633,0.71,0.116,137.651,0.203,4,174783,['pop']
2022-11-05,6,Bejeweled,Taylor Swift,0.687,0.551,-9.202,0.0787,0.0593,0.09,163.994,0.443,4,194166,['pop']
2022-11-05,7,Question...?,Taylor Swift,0.654,0.51,-8.767,0.242,0.206,0.249,108.874,0.105,4,210557,['pop']
2022-11-05,8,"You're On Your Own, Kid",Taylor Swift,0.696,0.39,-10.331,0.0616,0.447,0.125,120.032,0.395,4,194207,['pop']
2022-11-05,9,Karma,Taylor Swift,0.64,0.619,-7.108,0.065,0.062,0.475,90.008,0.121,4,204852,['pop']
2022-11-05,10,Vigilante Shit,Taylor Swift,0.872,0.267,-10.764,0.387,0.166,0.123,79.964,0.168,4,164801,['pop']
2022-11-12,1,Anti-Hero,Taylor Swift,0.633,0.648,-6.645,0.062,0.121,0.161,96.888,0.49,4,200690,['pop']
2022-11-12,2,Lift Me Up,Rihanna,0.247,0.299,-6.083,0.0315,0.899,0.131,177.115,0.172,4,196520,"['barbadian pop', 'pop', 'urban contemporary']"
2022-11-12,3,Unholy,Sam Smith & Kim Petras,0.719,0.454,-7.384,0.0707,0.0138,0.318,131.007,0.224,4,156943,"['pop', 'uk pop']"
2022-11-12,4,Bad Habit,Steve Lacy,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,0.7,4,232067,['afrofuturism']
2022-11-12,5,As It Was,Harry Styles,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,0.662,4,167303,['pop']
2022-11-12,6,Lavender Haze,Taylor Swift,0.735,0.449,-10.56,0.0883,0.23,0.132,97.05,0.0955,4,202396,['pop']
2022-11-12,7,Midnight Rain,Taylor Swift,0.604,0.375,-11.637,0.0633,0.71,0.116,137.651,0.203,4,174783,['pop']
2022-11-12,8,I Like You (A Happier Song),Post Malone Featuring Doja Cat,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,0.472,4,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2022-11-12,9,Bejeweled,Taylor Swift,0.687,0.551,-9.202,0.0787,0.0593,0.09,163.994,0.443,4,194166,['pop']
2022-11-12,10,Super Freaky Girl,Nicki Minaj,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,0.912,4,170977,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-11-19,1,Anti-Hero,Taylor Swift,0.633,0.648,-6.645,0.062,0.121,0.161,96.888,0.49,4,200690,['pop']
2022-11-19,2,Rich Flex,Drake & 21 Savage,0.549,0.518,-9.39,0.257,0.0517,0.378,160.07,0.418,4,239360,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-11-19,3,Major Distribution,Drake & 21 Savage,0.911,0.536,-10.491,0.33,0.0113,0.0697,131.035,0.231,4,170502,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-11-19,4,On BS,Drake & 21 Savage,0.842,0.367,-7.273,0.643,0.017,0.159,157.996,0.363,4,261544,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-11-19,5,Spin Bout U,Drake & 21 Savage,0.763,0.72,-6.383,0.0447,0.00961,0.165,129.971,0.229,4,214589,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-11-19,6,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,0.747,0.618,-6.685,0.111,0.061,0.377,122.09,0.377,4,242027,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2022-11-19,7,Privileged Rappers,Drake & 21 Savage,0.933,0.602,-7.532,0.189,0.00326,0.128,144.041,0.65,4,160821,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
